StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,PID,welcome,pkp_h_1,pkp_i_1,pkp_u_1,pch_h_1,pch_i_1,pch_u_1,tmdp_h_1,tmdp_i_1,tmdp_u_1,whh_h_1,whh_i_1,whh_u_1,thls_h_1,thls_i_1,thls_u_1,ach_1_1,ach_2_1,ach_3_1,ach_4_1,ach_5_1,ach_6_1,adr_h_1,adr_i_1,adr_u_1,elb_h_1,elb_i_1,elb_u_1,acr_h_1,acr_i_1,acr_u_1,jbd_h_1,jbd_i_1,jbd_u_1,scc_h_1,scc_i_1,scc_u_1,ddf_h_1,ddf_i_1,ddf_u_1,git_h_1,git_i_1,git_u_1,idb_h_1,idb_i_1,idb_u_1,ayc_h_1,ayc_i_1,ayc_u_1,sip_h_1,sip_i_1,sip_u_1,ecc_h_1,ecc_i_1,ecc_u_1,ccr_h_1,ccr_i_1,ccr_u_1,mbr_h_1,mbr_i_1,mbr_u_1,msn_h_1,msn_i_1,msn_u_1,mbw_h_1,mbw_i_1,mbw_u_1,mpsa_h_1,mpsa_i_1,mpsa_u_1,php_h_1,php_i_1,php_u_1,mmc_h_1,mmc_i_1,mmc_u_1,mmls_h_1,mmls_i_1,mmls_u_1,msas_h_1,msas_i_1,msas_u_1,age_1,race,income,gender,int_pol,pol_id,pol_id_5_TEXT,ideology_1,country,time_us_1,religion,religion_5_TEXT,education,db,PROLIFIC_PID
2019-11-01 09:04:17,2019-11-01 09:12:55,IP Address,76.118.76.39,100,517,True,2019-11-01 09:12:55,R_1d0t7xUPpZSEUFJ,,,,,44.4828948974609375,-73.22530364990234375,anonymous,EN,I agree to participate,5b188d1abdf4e1000163361c,Understood! Begin survey.,extremely harmful,extremely immoral,slightly unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,moderately immoral,not at all unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,slightly immoral,moderately unexpected,very harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,very immoral,moderately unexpected,slightly harmful,not at all immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,very unexpected,slightly harmful,slightly immoral,slightly unexpected,very harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,moderately harmful,slightly immoral,not at all unexpected,very harmful,extremely immoral,moderately unexpected,very harmful,extremely immoral,moderately unexpected,moderately harmful,very immoral,very unexpected,20,White,"$75,001 to $99,999",Female,Very interested,Independent,,1,Yes,,Agnostic,,Some college,Complete,5b188d1abdf4e1000163361c
2019-11-01 09:06:34,2019-11-01 09:13:23,IP Address,24.184.9.28,100,408,True,2019-11-01 09:13:24,R_7QwW8ReeuO0UbQt,,,,,41.204498291015625,-73.19879913330078125,anonymous,EN,I agree to participate,5b4d31673d01bd0001ec447e,Understood! Begin survey.,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,moderately immoral,slightly unexpected,moderately harmful,slightly immoral,slightly unexpected,moderately harmful,extremely immoral,very unexpected,moderately harmful,moderately immoral,very unexpected,slightly harmful,very immoral,moderately unexpected,slightly harmful,slightly immoral,not at all unexpected,not at all harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,not at all immoral,moderately unexpected,very harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,very unexpected,not at all harmful,slightly immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,very immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,not at all harmful,slightly immoral,not at all unexpected,moderately harmful,moderately immoral,very unexpected,very harmful,very immoral,extremely unexpected,very harmful,very immoral,very unexpected,27,White,"Less than $25,000",Male,Somewhat interested,Democrat,,1,Yes,,An atheist,,Bachelor's degree,Complete,5b4d31673d01bd0001ec447e
2019-11-01 09:06:17,2019-11-01 09:13:36,IP Address,174.201.6.244,100,439,True,2019-11-01 09:13:37,R_2dowAZ02qjQGUNX,,,,,40.0251007080078125,-75.22609710693359375,anonymous,EN,I agree to participate,5d42dcd59cc9a30001e721f9,Understood! Begin survey.,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,slightly harmful,moderately immoral,slightly unexpected,very harmful,very immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,slightly immoral,moderately unexpected,very harmful,very immoral,extremely unexpected,moderately harmful,moderately immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,not at all immoral,slightly unexpected,moderately harmful,slightly immoral,very unexpected,slightly harmful,slightly immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,very harmful,very immoral,very unexpected,slightly harmful,not at all immoral,moderately unexpected,very harmful,moderately immoral,very unexpected,very harmful,moderately immoral,very unexpected,very harmful,very immoral,moderately unexpected,very harmful,very immoral,very unexpected,slightly harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,35,White,"$100,000 or more",Male,Somewhat interested,Democrat,,3,Yes,,Religious,,Bachelor's degree,Complete,5d42dcd59cc9a30001e721f9
2019-11-01 09:05:56,2019-11-01 09:14:02,IP Address,174.250.85.229,100,486,True,2019-11-01 09:14:05,R_DP6iEFT4dHv00vf,,,,,45.1183929443359375,-93.346099853515625,anonymous,EN,I agree to participate,5c465d35b29ea800015b0f46,Understood! Begin survey.,extremely harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,slightly unexpected,very harmful,very immoral,very unexpected,very harmful,extremely immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,moderately immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,moderately harmful,very immoral,moderately unexpected,not at all harmful,not at all immoral,very unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,very harmful,very immoral,moderately unexpected,very harmful,very immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,extremely immoral,extremely unexpected,24,White,"Less than $25,000",Female,Somewhat interested,Independent,,2,Yes,,,,Associate's degree,Complete,5c465d35b29ea800015b0f46
2019-11-01 09:07:44,2019-11-01 09:14:35,IP Address,70.163.38.165,100,411,True,2019-11-01 09:14:35,R_1qbaaRxJa9qUkHA,,,,,37.3950958251953125,-94.71050262451171875,anonymous,EN,I agree to participate,565b4f6310593c0012ff97f8,Understood! Begin survey.,extremely harmful,extremely immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,very harmful,moderately immoral,moderately unexpected,very harmful,moderately immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,not at all harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,slightly unexpected,not at all harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,not at all harmful,not at all immoral,very unexpected,slightly harmful,slightly immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,slightly harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,very harmful,slightly immoral,moderately unexpected,30,White,"$25,001 to $50,000",Female,Very interested,Something else (Please Specify),Socialist / communist,1,Yes,,An atheist,,Bachelor's degree,Complete,565b4f6310593c0012ff97f8
2019-11-01 09:07:31,2019-11-01 09:14:37,IP Address,24.166.111.200,100,425,True,2019-11-01 09:14:37,R_2uOgjD3imtlqVvi,,,,,41.705902099609375,-81.19969940185546875,anonymous,EN,I agree to participate,5a2e4e2f443c10000121161c,Understood! Begin survey.,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,very immoral,very unexpected,very harmful,moderately immoral,slightly unexpected,moderately harmful,slightly immoral,very unexpected,very harmful,moderately immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,moderately immoral,slightly unexpected,very harmful,slightly immoral,very unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,not at all unexpected,moderately harmful,not at all immoral,slightly unexpected,not at all harmful,not at all immoral,not at all unexpected,moderately harmful,not at all immoral,not at all unexpected,moderately harmful,slightly immoral,very unexpected,slightly harmful,not at all immoral,extremely unexpected,slightly harmful,not at all immoral,slightly unexpected,very harmful,slightly immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,very immoral,very unexpected,slightly harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,extremely unexpected,28,White,"$50,001 to $75,000",Male,Somewhat interested,Democrat,,1,Yes,,Agnostic,,Some college,Complete,5a2e4e2f443c10000121161c
2019-11-01 09:08:44,2019-11-01 09:16:41,IP Address,100.10.58.21,100,477,True,2019-11-01 09:16:42,R_2z8CdxZNeueH35o,,,,,41.7010040283203125,-71.51940155029296875,anonymous,EN,I agree to participate,5db7e95a0b850e000f5e0b6f,Understood! Begin survey.,extremely harmful,extremely immoral,moderately unexpected,very harmful,extremely immoral,slightly unexpected,moderately harmful,very immoral,slightly unexpected,moderately harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,moderately immoral,moderately unexpected,slightly harmful,very immoral,not at all unexpected,moderately harmful,very immoral,very unexpected,very harmful,very immoral,extremely unexpected,moderately harmful,very immoral,very unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,not at all immoral,not at all unexpected,slightly harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,very immoral,moderately unexpected,slightly harmful,slightly immoral,very unexpected,moderately harmful,very immoral,moderately unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,slightly harmful,not at all immoral,moderately unexpected,not at all harmful,not at all immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,very harmful,extremely immoral,very unexpected,26,White,"$50,001 to $75,000",Male,Somewhat interested,Independent,,3,Yes,,An atheist,,Associate's degree,Complete,5db7e95a0b850e000f5e0b6f
2019-11-01 09:08:00,2019-11-01 09:17:03,IP Address,67.6.58.240,100,542,True,2019-11-01 09:17:03,R_23dWrAJgeb5DfXi,,,,,36.7704010009765625,-93.2147979736328125,anonymous,EN,I agree to participate,5cc1ffded23cc900019905d0,Understood! Begin survey.,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,slightly harmful,moderately immoral,slightly unexpected,very harmful,very immoral,very unexpected,slightly harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,slightly immoral,very unexpected,not at all harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,not at all harmful,not at all immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,very unexpected,extremely harmful,very immoral,extremely unexpected,very harmful,very immoral,very unexpected,not at all harmful,slightly immoral,very unexpected,not at all harmful,slightly immoral,very unexpected,slightly harmful,moderately immoral,extremely unexpected,slightly harmful,very immoral,extremely unexpected,24,White,"$75,001 to $99,999",Male,Somewhat interested,Democrat,,2,Yes,,Agnostic,,Bachelor's degree,Complete,5cc1ffded23cc900019905d0
2019-11-01 09:08:44,2019-11-01 09:18:52,IP Address,71.40.218.210,100,607,True,2019-11-01 09:18:52,R_25HlZUMZ0F4j2Uv,,,,,32.9720001220703125,-96.7913970947265625,anonymous,EN,I agree to participate,5d5315f889849a0001a76d1a,Understood! Begin survey.,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,not at all unexpected,moderately harmful,very immoral,slightly unexpected,moderately harmful,very immoral,extremely unexpected,very harmful,slightly immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,moderately immoral,slightly unexpected,slightly harmful,moderately immoral,not at all unexpected,slightly harmful,very immoral,slightly unexpected,very harmful,very immoral,extremely unexpected,slightly harmful,very immoral,slightly unexpected,slightly harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,slightly unexpected,moderately harmful,slightly immoral,extremely unexpected,slightly harmful,not at all immoral,very unexpected,very harmful,extremely immoral,moderately unexpected,not at all harmful,not at all immoral,extremely unexpected,very harmful,extremely immoral,very unexpected,very harmful,very immoral,very unexpected,moderately harmful,extremely immoral,moderately unexpected,very harmful,extremely immoral,not at all unexpected,not at all harmful,slightly immoral,not at all unexpected,slightly harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,33,African American/Black,"$100,000 or more",Female,Somewhat interested,Moderate/Somewhere Between,,3,Yes,,Agnostic,,Bachelor's degree,Complete,5d5315f889849a0001a76d1a
2019-11-01 09:08:13,2019-11-01 09:18:56,IP Address,172.58.103.252,100,642,True,2019-11-01 09:18:57,R_pnGks86DpwGgtgJ,,,,,29.5041961669921875,-98.5697021484375,anonymous,EN,I agree to participate,5798be2b913c710001976173,Understood! Begin survey.,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,very unexpected,moderately harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,not at all harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,moderately immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,moderately immoral,extremely unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,moderately immoral,very unexpected,very harmful,very immoral,very unexpected,extremely harmful,very immoral,moderately unexpected,not at all harmful,slightly immoral,slightly unexpected,very harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,extremely unexpected,27,White,"$50,001 to $75,000",Male,Somewhat interested,Independent,,3,Yes,,Religious,,Bachelor's degree,Complete,5798be2b913c710001976173
2019-11-01 09:02:16,2019-11-01 09:19:08,IP Address,170.253.171.247,100,1012,True,2019-11-01 09:19:08,R_sqarp4MOq1dNLRD,,,,,34.330902099609375,-89.48370361328125,anonymous,EN,I agree to participate,5a76a56c1904200001556da9,Understood! Begin survey.,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,very unexpected,very harmful,very immoral,moderately unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,moderately harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,very immoral,moderately unexpected,very harmful,extremely immoral,very unexpected,slightly harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,not at all unexpected,not at all harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,moderately harmful,very immoral,moderately unexpected,very harmful,moderately immoral,extremely unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,extremely harmful,extremely immoral,slightly unexpected,very harmful,very immoral,slightly unexpected,very harmful,moderately immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,48,White,"$75,001 to $99,999",Female,Somewhat interested,Democrat,,2,Yes,,Religious,,Some college,Complete,5a76a56c1904200001556da9
2019-11-01 09:05:10,2019-11-01 09:21:39,IP Address,69.21.113.188,100,989,True,2019-11-01 09:21:40,R_2rASa9CT9JTpbdp,,,,,43.1898956298828125,-89.21849822998046875,anonymous,EN,I agree to participate,5697e0217183b8000d0fc35c,Understood! Begin survey.,extremely harmful,extremely immoral,very unexpected,extremely harmful,very immoral,moderately unexpected,very harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,very immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,extremely immoral,very unexpected,moderately harmful,extremely immoral,extremely unexpected,moderately harmful,extremely immoral,moderately unexpected,slightly harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,moderately unexpected,moderately harmful,not at all immoral,moderately unexpected,not at all harmful,not at all immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,not at all immoral,extremely unexpected,slightly harmful,not at all immoral,slightly unexpected,extremely harmful,extremely immoral,very unexpected,very harmful,very immoral,moderately unexpected,very harmful,extremely immoral,moderately unexpected,moderately harmful,slightly immoral,slightly unexpected,not at all harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,28,Other,"Less than $25,000",Female,Not at all interested,Democrat,,2,Yes,,Agnostic,,Bachelor's degree,Complete,5697e0217183b8000d0fc35c
2019-11-01 09:06:23,2019-11-01 09:23:29,IP Address,108.53.201.248,100,1025,True,2019-11-01 09:23:30,R_2w0r3kKCWczPieN,,,,,40.8446044921875,-74.57489776611328125,anonymous,EN,I agree to participate,5dbbb58c03a8561923e97d90,Understood! Begin survey.,extremely harmful,very immoral,very unexpected,very harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,not at all harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,slightly harmful,moderately immoral,slightly unexpected,not at all harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,slightly immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,not at all harmful,not at all immoral,not at all unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,moderately immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,34,White,"$100,000 or more",Male,Very interested,Something else (Please Specify),Progressive Liberal,2,Yes,,Agnostic,,High school degree or GED,Complete,5dbbb58c03a8561923e97d90
2019-11-01 09:15:47,2019-11-01 09:35:17,IP Address,47.186.12.67,100,1169,True,2019-11-01 09:35:17,R_1lubiQoOAl1yIWD,,,,,33.0225067138671875,-96.72899627685546875,anonymous,EN,I agree to participate,5d04c27a0e44360001a3ecd7,Understood! Begin survey.,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,not at all harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,moderately harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,very unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,extremely immoral,moderately unexpected,very harmful,moderately immoral,moderately unexpected,very harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,moderately harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,very harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,54,White,"Less than $25,000",Female,Very interested,Republican,,6,Yes,,Something else (Please Specify),I am a Christian.  Being religoius is legalistic.  God didn't create religion; humans did.,Associate's degree,Complete,5d04c27a0e44360001a3ecd7
2019-11-01 09:09:13,2019-11-01 10:12:50,IP Address,73.135.80.124,100,3816,True,2019-11-01 10:12:51,R_3Hqv5azlXcAUmAR,,,,,39.21240234375,-76.87760162353515625,anonymous,EN,I agree to participate,5d1ccc7c7e747d0016183e65,Understood! Begin survey.,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,very unexpected,very harmful,extremely immoral,extremely unexpected,very harmful,very immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,very immoral,very unexpected,not at all harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,very immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,very harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,extremely unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,very harmful,very immoral,very unexpected,moderately harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,43,African American/Black,"$100,000 or more",Male,Somewhat interested,Independent,,3,Yes,,Religious,,Graduate or professional degree,Complete,5d1ccc7c7e747d0016183e65
